% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.100162981e+01 +4.787162981e+01 +4.787162981e+01 -4.8378e-02 +7.4911e-01 +1.0117e+00 -2.2557e-01 +1.3289e+00
2 0 +2.158546863e+01 +2.845546863e+01 +2.845546863e+01 -1.5282e-01 -1.7293e+00 -6.8773e-01 +2.2452e+00 -7.6868e-01
3 0 +1.306295394e+01 +1.993295394e+01 +1.993295394e+01 -8.0250e-01 +5.6222e-01 -7.8340e-01 -2.3252e+00 +7.0919e-01
4 0 +1.145626388e+01 +1.832626388e+01 +1.832626388e+01 +1.2183e+00 -9.5422e-01 -2.3557e-02 -1.2157e+00 +3.9326e-02
9 0 +7.105721244e+00 +1.397572124e+01 +1.397572124e+01 +8.5891e-01 +1.4407e+00 +1.5439e+00 -3.5945e+00 +2.6583e-02
36 0 +5.256187418e+00 +1.212618742e+01 +1.212618742e+01 +2.7332e+00 +3.9302e+00 -8.4422e-01 -1.9318e+00 -2.2757e+00
89 0 +4.335166767e+00 +1.120516677e+01 +1.120516677e+01 -1.6886e+00 +2.6423e+00 -2.1166e+00 -3.1613e-01 -1.9658e+00
154 0 +3.890500030e+00 +1.076050003e+01 +1.076050003e+01 +1.5300e+00 -1.0937e-01 -2.6081e+00 -3.5370e+00 -2.9915e-01
191 0 +3.218210564e+00 +1.008821056e+01 +1.008821056e+01 -2.4559e+00 -2.0564e+00 -2.2804e+00 -3.2683e+00 +5.3470e-01
250 0 +2.029519055e+00 +8.899519055e+00 +8.899519055e+00 +2.7361e+00 -1.4236e+00 -9.6963e-01 -6.3485e-01 +3.2743e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e-02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.531986124e+01 +2.532986124e+01 +2.532986124e+01 +1.8027e+00 +1.8233e+00 -6.0841e-01 -7.1009e-01 +1.3972e+00
2 0 +1.049536381e+01 +1.050536381e+01 +1.050536381e+01 -1.0612e+00 +9.7495e-02 +1.3217e+00 -2.1206e+00 +3.8936e-01
8 0 +6.952916481e+00 +6.962916481e+00 +6.962916481e+00 +2.8153e-01 +7.2265e-01 -2.0749e-02 +1.5902e-02 +1.6643e-01
24 0 +4.775890561e+00 +4.785890561e+00 +4.785890561e+00 +4.3049e+00 -2.2637e+00 +1.8142e-01 +1.6126e+00 -2.9992e+00
106 0 +3.607581593e+00 +3.617581593e+00 +3.617581593e+00 -7.6403e-01 -1.9601e+00 -2.6536e+00 -1.2177e+00 +1.5238e+00
