% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.545469152e+06 +1.545414212e+06 +1.545414212e+06 +2.3412e-01 +3.7680e-02 +4.0398e-01
2 0 +6.419547463e+05 +6.418998063e+05 +6.418998063e+05 -9.3402e-01 -3.0042e-01 -7.4424e-02
5 0 +2.085102323e+03 +2.030162323e+03 +2.030162323e+03 -6.2946e-01 -1.1693e+00 +2.5121e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.913000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.722244053e+06 +4.722303183e+06 +4.722303183e+06 -1.1686e+00 -8.9435e-01 -2.4195e+00
2 0 +2.446525727e+04 +2.452438727e+04 +2.452438727e+04 +1.5060e-01 +4.4936e-01 +7.0319e-02
116 0 +8.667615180e+03 +8.726745180e+03 +8.726745180e+03 +1.2048e-01 +6.9234e-01 -1.0677e+00
195 0 +2.412997137e+02 +3.004297137e+02 +3.004297137e+02 -1.2023e+00 +1.8020e+00 -2.6289e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.915300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.037502500e+07 +1.037453347e+07 +1.037453347e+07 -8.3293e-01 -3.8775e-01 +1.5560e+00
2 0 +2.763167370e+06 +2.762675840e+06 +2.762675840e+06 -2.5491e-01 -7.2250e-01 -6.3740e-01
8 0 +1.145667343e+05 +1.140752043e+05 +1.140752043e+05 -2.6094e+00 -1.4230e+00 -6.3846e-01
9 0 +4.472990056e+04 +4.423837056e+04 +4.423837056e+04 -2.6237e+00 +3.9682e-01 -2.2866e+00
12 0 +1.880999284e+04 +1.831846284e+04 +1.831846284e+04 -3.8522e+00 -2.1695e+00 +3.1289e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.702000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.591090212e+07 +2.591073192e+07 +2.591073192e+07 -2.4011e-01 +2.0778e+00 +1.3855e+00
2 0 +2.056670845e+07 +2.056653825e+07 +2.056653825e+07 +1.6230e-01 -1.0727e-01 +2.3963e+00
3 0 +1.169807384e+07 +1.169790364e+07 +1.169790364e+07 -6.9903e-01 +1.2562e+00 -6.9152e-01
18 0 +5.406397242e+06 +5.406227042e+06 +5.406227042e+06 +5.3484e-01 -6.0398e-02 -2.6554e+00
22 0 +2.942153757e+05 +2.940451757e+05 +2.940451757e+05 -3.6297e+00 -1.0436e+00 +3.9910e-02
24 0 +1.733575025e+01 -1.528642498e+02 -1.528642498e+02 -3.1576e+00 -1.3165e+00 -1.3599e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.697500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.655395066e+06 +1.654925316e+06 +1.654925316e+06 +1.5653e+00 -2.9218e+00 +1.7434e-01
60 0 +2.724552453e+05 +2.719854953e+05 +2.719854953e+05 +2.6625e+00 +1.6591e+00 +2.5112e+00
65 0 +2.097455445e+04 +2.050480445e+04 +2.050480445e+04 +3.1944e+00 -1.2122e-01 +1.6927e+00
102 0 +7.516987689e+03 +7.047237689e+03 +7.047237689e+03 +2.1884e+00 -3.1064e+00 +1.3775e+00
106 0 +1.453480033e+03 +9.837300326e+02 +9.837300326e+02 +5.1403e-01 -2.8837e+00 +3.3440e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.191000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.440062478e+06 +3.440010568e+06 +3.440010568e+06 -6.2574e-01 +7.3735e-01 +1.0272e+00
3 0 +6.393692027e+03 +6.341782027e+03 +6.341782027e+03 +1.1637e+00 -1.9519e-01 +1.3126e+00
20 0 +5.750463236e+03 +5.698553236e+03 +5.698553236e+03 +2.0142e+00 +1.9913e+00 -3.1102e+00
123 0 +4.995312802e+03 +4.943402802e+03 +4.943402802e+03 +1.3024e+00 -4.0140e-02 +7.1730e-01
143 0 +1.761781886e+03 +1.709871886e+03 +1.709871886e+03 +1.2914e+00 +2.5913e+00 -3.0942e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.808000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.845223628e+07 +1.845228436e+07 +1.845228436e+07 +2.5019e-01 -6.3427e-01 +7.6632e-01
2 0 +1.131685128e+07 +1.131689936e+07 +1.131689936e+07 -2.2071e-01 +4.9584e-01 -9.3598e-01
3 0 +1.045047796e+07 +1.045052604e+07 +1.045052604e+07 -3.9324e-01 +6.9158e-02 -1.0434e+00
4 0 +1.002240021e+07 +1.002244829e+07 +1.002244829e+07 -1.0712e+00 -4.9913e-01 -1.3295e+00
10 0 +3.967361642e+06 +3.967409722e+06 +3.967409722e+06 +4.3301e+00 +3.5105e+00 -9.7049e-01
31 0 +2.157251912e+06 +2.157299992e+06 +2.157299992e+06 +3.7918e+00 +6.6463e-01 -1.1218e+00
32 0 +5.539038032e+05 +5.539518832e+05 +5.539518832e+05 +2.3582e+00 +3.0563e-01 -2.4897e+00
70 0 +1.510062462e+05 +1.510543262e+05 +1.510543262e+05 +3.3938e+00 +1.5753e+00 -2.8118e+00
72 0 +6.796840131e+03 +6.844920131e+03 +6.844920131e+03 +4.5164e+00 +7.4557e-01 -2.3467e+00
300 0 +4.133402852e+03 +4.181482852e+03 +4.181482852e+03 +4.0752e+00 -1.0174e+00 -2.1058e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.058000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.953736475e+04 +9.956794475e+04 +9.956794475e+04 +4.1586e-01 -7.1166e-01 +1.7746e+00
11 0 +5.744579011e+04 +5.747637011e+04 +5.747637011e+04 +1.4546e+00 +2.0138e-01 +2.1022e+00
14 0 +1.466520976e+04 +1.469578976e+04 +1.469578976e+04 -5.4609e-02 -1.3739e-01 -9.1686e-01
25 0 +2.121968226e+03 +2.152548226e+03 +2.152548226e+03 -2.6630e+00 -2.1503e+00 -9.1306e-01
250 0 +5.526355312e+02 +5.832155312e+02 +5.832155312e+02 -2.7899e+00 -1.5725e+00 -3.4056e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.509586613e+05 +6.519586613e+05 +6.519586613e+05 +4.4873e-01 +6.6257e-01 +1.5568e+00
5 0 +2.131616448e+05 +2.141616448e+05 +2.141616448e+05 +1.7927e-01 -2.3006e-01 +5.4938e-01
20 0 +5.130148407e+04 +5.230148407e+04 +5.230148407e+04 -5.9064e-01 -1.0367e+00 +2.4943e+00
24 0 +1.959740713e+04 +2.059740713e+04 +2.059740713e+04 +1.0313e+00 -1.7121e-01 +1.0187e+00
51 0 +9.867089955e+03 +1.086708995e+04 +1.086708995e+04 +1.1339e+00 +1.3200e+00 -4.7605e-01
111 0 +3.834077510e+03 +4.834077510e+03 +4.834077510e+03 -1.4841e+00 -5.8489e-02 +9.0390e-01
112 0 +2.822317778e+03 +3.822317778e+03 +3.822317778e+03 -2.1215e+00 -9.1142e-01 +2.0428e+00
221 0 +2.454134895e+03 +3.454134895e+03 +3.454134895e+03 +2.9328e-01 -7.3019e-01 +1.8298e+00
274 0 +9.882246519e+02 +1.988224652e+03 +1.988224652e+03 -1.1259e+00 +1.7496e+00 -1.0500e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.236000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.922190113e+05 +7.921766513e+05 +7.921766513e+05 -5.8733e-01 -2.1163e+00 -4.7852e-01
