% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.469078442e+07 +2.469072948e+07 +2.469072948e+07
5 0 +1.436201744e+07 +1.436196250e+07 +1.436196250e+07
121 0 +1.363869780e+07 +1.363864286e+07 +1.363864286e+07
158 0 +1.341307915e+07 +1.341302421e+07 +1.341302421e+07
163 0 +1.134596251e+07 +1.134590757e+07 +1.134590757e+07
233 0 +8.448676430e+06 +8.448621490e+06 +8.448621490e+06
621 0 +6.230168197e+06 +6.230113257e+06 +6.230113257e+06
2632 0 +4.294673011e+06 +4.294618071e+06 +4.294618071e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.913000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.276998670e+07 +4.277004583e+07 +4.277004583e+07
4 0 +3.326780810e+07 +3.326786723e+07 +3.326786723e+07
10 0 +2.309057426e+07 +2.309063339e+07 +2.309063339e+07
66 0 +1.866595512e+07 +1.866601425e+07 +1.866601425e+07
141 0 +1.505000786e+07 +1.505006699e+07 +1.505006699e+07
173 0 +1.447858361e+07 +1.447864274e+07 +1.447864274e+07
176 0 +1.218812238e+07 +1.218818151e+07 +1.218818151e+07
292 0 +9.926621365e+06 +9.926680495e+06 +9.926680495e+06
294 0 +8.851020084e+06 +8.851079214e+06 +8.851079214e+06
296 0 +7.477345984e+06 +7.477405114e+06 +7.477405114e+06
456 0 +6.483405522e+06 +6.483464652e+06 +6.483464652e+06
3425 0 +4.584126612e+06 +4.584185742e+06 +4.584185742e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.915300000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.607888643e+07 +1.607839490e+07 +1.607839490e+07
7 0 +1.592187059e+07 +1.592137906e+07 +1.592137906e+07
18 0 +1.263436275e+07 +1.263387122e+07 +1.263387122e+07
37 0 +1.061228670e+07 +1.061179517e+07 +1.061179517e+07
39 0 +9.648265055e+06 +9.647773525e+06 +9.647773525e+06
43 0 +6.452312530e+06 +6.451821000e+06 +6.451821000e+06
686 0 +5.154048695e+06 +5.153557165e+06 +5.153557165e+06
1238 0 +4.666231676e+06 +4.665740146e+06 +4.665740146e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.702000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.312673853e+07 +1.312656833e+07 +1.312656833e+07
3 0 +7.511495134e+06 +7.511324934e+06 +7.511324934e+06
5 0 +6.907700990e+06 +6.907530790e+06 +6.907530790e+06
43 0 +5.670561289e+06 +5.670391089e+06 +5.670391089e+06
492 0 +5.223634098e+06 +5.223463898e+06 +5.223463898e+06
1280 0 +4.400022475e+06 +4.399852275e+06 +4.399852275e+06
1282 0 +3.721280125e+06 +3.721109925e+06 +3.721109925e+06
1284 0 +3.359515380e+06 +3.359345180e+06 +3.359345180e+06
1310 0 +2.483258452e+06 +2.483088252e+06 +2.483088252e+06
2127 0 +2.136415562e+06 +2.136245362e+06 +2.136245362e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.697500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.300357469e+07 +2.300310494e+07 +2.300310494e+07
2 0 +1.601743910e+07 +1.601696935e+07 +1.601696935e+07
9 0 +1.185395335e+07 +1.185348360e+07 +1.185348360e+07
162 0 +9.780629198e+06 +9.780159448e+06 +9.780159448e+06
211 0 +7.746167516e+06 +7.745697766e+06 +7.745697766e+06
214 0 +6.185902412e+06 +6.185432662e+06 +6.185432662e+06
270 0 +4.989477648e+06 +4.989007898e+06 +4.989007898e+06
613 0 +3.315967077e+06 +3.315497327e+06 +3.315497327e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.191000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.451760356e+07 +3.451755165e+07 +3.451755165e+07
3 0 +2.975389004e+07 +2.975383813e+07 +2.975383813e+07
4 0 +1.909142171e+07 +1.909136980e+07 +1.909136980e+07
6 0 +1.271717066e+07 +1.271711875e+07 +1.271711875e+07
65 0 +8.759802278e+06 +8.759750368e+06 +8.759750368e+06
246 0 +7.702293759e+06 +7.702241849e+06 +7.702241849e+06
648 0 +7.260263676e+06 +7.260211766e+06 +7.260211766e+06
1910 0 +7.193732992e+06 +7.193681082e+06 +7.193681082e+06
1957 0 +5.446929068e+06 +5.446877158e+06 +5.446877158e+06
3981 0 +4.842578531e+06 +4.842526621e+06 +4.842526621e+06
% f evaluations | g evaluations | best noise-free fitness - Fopt (4.808000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.926767080e+07 +1.926771888e+07 +1.926771888e+07
3 0 +1.703583097e+07 +1.703587905e+07 +1.703587905e+07
6 0 +1.682510723e+07 +1.682515531e+07 +1.682515531e+07
8 0 +1.480428485e+07 +1.480433293e+07 +1.480433293e+07
13 0 +1.171126553e+07 +1.171131361e+07 +1.171131361e+07
16 0 +9.901661290e+06 +9.901709370e+06 +9.901709370e+06
28 0 +6.969068136e+06 +6.969116216e+06 +6.969116216e+06
782 0 +6.565665126e+06 +6.565713206e+06 +6.565713206e+06
1763 0 +5.946943790e+06 +5.946991870e+06 +5.946991870e+06
1888 0 +5.790649152e+06 +5.790697232e+06 +5.790697232e+06
2002 0 +5.528524111e+06 +5.528572191e+06 +5.528572191e+06
