% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.240072479e+00 -9.430992752e+01 -9.430992752e+01 -2.7854e-01 +7.5366e-01 +3.7692e-01 +1.3840e+00 +1.6591e+00 +1.8129e+00 -3.7721e-01 +8.7808e-01 +2.1118e-01 -5.8214e-01
3 0 +6.956056575e+00 -9.559394342e+01 -9.559394342e+01 -3.1940e-02 -6.7400e-01 +2.7037e+00 -1.2819e+00 +3.1837e-02 +6.4803e-02 -1.6678e+00 -8.4299e-01 -9.0118e-02 +6.9172e-01
6 0 +6.863262741e+00 -9.568673726e+01 -9.568673726e+01 -4.5889e-01 +4.8754e-01 +6.7472e-01 +1.1510e+00 +1.3638e+00 +1.0846e+00 +3.4645e-01 -6.4382e-01 +1.2869e+00 -3.0922e-01
163 0 +6.721728946e+00 -9.582827105e+01 -9.582827105e+01 +2.5685e+00 +1.5523e-01 +5.2728e-01 -1.8374e-01 +1.7911e+00 -8.3809e-03 +3.6087e-01 -4.3571e-01 +1.4293e-01 -7.9058e-01
279 0 +4.849327196e+00 -9.770067280e+01 -9.770067280e+01 -1.5547e-01 -2.8468e+00 -6.9140e-01 -4.2098e-01 +7.4914e-02 +1.4262e+00 -1.4193e+00 -6.9947e-01 -1.7619e-01 -8.8753e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.684509483e+01 +8.853509483e+01 +8.853509483e+01 +4.1496e-02 +1.3728e+00 -1.4945e-01 +1.3119e+00 +9.5529e-01 -1.7282e+00 -1.7461e+00 +2.7159e-01 -1.5956e+00 -1.5672e+00
2 0 +1.192122131e+01 +8.361122131e+01 +8.361122131e+01 -4.7305e-01 +6.7660e-01 -4.9832e-01 -1.1890e+00 -1.4281e-01 -1.3788e+00 +1.2477e+00 +1.1369e-01 +1.0931e-01 -2.6858e-01
3 0 +9.651167340e+00 +8.134116734e+01 +8.134116734e+01 +1.8784e-01 -1.2610e+00 +1.0860e+00 -1.2447e+00 +9.2893e-02 +3.7967e-01 +1.3979e+00 -7.2394e-01 -1.5471e-01 -9.7887e-01
5 0 +8.170053789e+00 +7.986005379e+01 +7.986005379e+01 +1.3813e+00 +1.0454e+00 +1.1213e+00 -1.9138e-01 -5.6371e-01 -2.5082e-01 -2.3207e+00 -1.4324e+00 +3.9028e-01 -4.5219e-01
326 0 +8.101042930e+00 +7.979104293e+01 +7.979104293e+01 +2.1894e-01 -5.8270e-01 +1.2355e+00 +2.1754e+00 -5.6511e-01 -4.2684e-01 -1.3227e+00 -1.6565e-01 +2.5294e+00 +1.6292e+00
