% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.025500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.862078886e+01 -8.392921114e+01 -8.392921114e+01 +2.6074e-01 +2.2617e-02 +3.7081e+00 +6.7673e-01 -8.1877e-01
2 0 +8.345117967e+00 -9.420488203e+01 -9.420488203e+01 -1.8287e+00 -9.5683e-01 +5.7479e-01 -1.3610e+00 -1.0186e+00
54 0 +7.346531123e+00 -9.520346888e+01 -9.520346888e+01 +1.2525e+00 +1.7356e+00 -8.7609e-01 -1.6930e+00 -9.7474e-01
86 0 +4.455651117e+00 -9.809434888e+01 -9.809434888e+01 +4.4519e-01 +2.6765e+00 +1.0011e+00 -3.3707e+00 +1.3035e+00
433 0 +2.916430878e+00 -9.963356912e+01 -9.963356912e+01 -1.8500e+00 -1.2680e+00 -1.0722e-01 +3.7716e+00 -4.5623e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.169000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.215882775e+01 +8.384882775e+01 +8.384882775e+01 +2.6141e-01 +1.0455e+00 +2.0319e+00 -1.1955e+00 -2.3065e+00
2 0 +1.185420587e+01 +8.354420587e+01 +8.354420587e+01 +4.5596e-01 +5.1960e-01 +7.1509e-02 +1.4166e+00 -1.7424e+00
4 0 +9.101246087e+00 +8.079124609e+01 +8.079124609e+01 -7.7972e-01 +6.5430e-01 -7.6089e-01 +2.5598e-01 -4.8337e-01
5 0 +6.180211774e+00 +7.787021177e+01 +7.787021177e+01 +8.5950e-01 -1.7484e-02 +4.4122e-02 -2.1364e+00 -8.2843e-01
30 0 +2.848495129e+00 +7.453849513e+01 +7.453849513e+01 -1.1324e+00 +3.8164e-01 -9.8488e-01 -5.2872e-02 -5.3440e-01
417 0 +1.930146882e+00 +7.362014688e+01 +7.362014688e+01 +5.2230e-01 +9.6516e-01 +4.0144e-01 +1.9379e+00 -2.3157e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.140100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.456800451e+00 +2.174668005e+02 +2.174668005e+02 +2.6295e-02 +3.6418e-01 -1.8296e-01 -4.8601e-01 -2.5405e-01
137 0 +3.360628566e+00 +2.173706286e+02 +2.173706286e+02 +2.2426e+00 +8.4233e-01 -1.8570e+00 -2.4765e-01 +9.0810e-01
