% f evaluations | g evaluations | best noise-free fitness - Fopt (4.078000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.124603442e+01 +6.202603442e+01 +6.202603442e+01 -3.1974e-01 +8.0322e-01 +1.1648e+00
7 0 +1.155367074e+01 +5.233367074e+01 +5.233367074e+01 +4.6750e-01 -1.9660e+00 -6.1991e-01
10 0 +9.457132025e+00 +5.023713202e+01 +5.023713202e+01 +6.9881e-01 +1.5425e+00 -2.3002e+00
11 0 +6.904426825e+00 +4.768442682e+01 +4.768442682e+01 -1.9729e+00 +2.6172e+00 -2.2399e+00
28 0 +4.263296747e+00 +4.504329675e+01 +4.504329675e+01 +2.2602e+00 -7.0306e-02 +1.0435e+00
34 0 +2.423295071e+00 +4.320329507e+01 +4.320329507e+01 -2.1541e+00 +4.4569e+00 -7.7926e-01
172 0 +2.034698543e+00 +4.281469854e+01 +4.281469854e+01 +2.6444e+00 +1.2642e+00 -1.8745e+00
173 0 +1.924910213e+00 +4.270491021e+01 +4.270491021e+01 +2.2871e+00 +1.2180e+00 -1.7629e+00
253 0 +1.681946325e+00 +4.246194633e+01 +4.246194633e+01 -1.7446e+00 +2.6914e+00 +8.8048e-01
273 0 +1.406694546e+00 +4.218669455e+01 +4.218669455e+01 +2.4103e+00 -7.5068e-01 +1.2616e+00
274 0 +1.293067855e+00 +4.207306785e+01 +4.207306785e+01 +2.5928e+00 -9.6034e-01 +1.7479e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.600000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.619842490e+01 +2.459842490e+01 +2.459842490e+01 +9.9721e-01 -7.0122e-01 +1.7610e+00
3 0 +1.023506508e+01 +8.635065082e+00 +8.635065082e+00 -4.4870e-01 -1.4767e+00 -1.8749e-01
5 0 +1.018219142e+01 +8.582191423e+00 +8.582191423e+00 +1.2989e+00 -7.0109e-01 -1.1348e+00
6 0 +5.032784115e+00 +3.432784115e+00 +3.432784115e+00 +7.5887e-01 +1.9748e+00 +8.0153e-01
7 0 +2.102659822e+00 +5.026598225e-01 +5.026598225e-01 +1.5077e+00 -6.8538e-01 -3.0657e-01
18 0 +1.746177406e+00 +1.461774064e-01 +1.461774064e-01 +2.0820e+00 +1.1403e+00 +2.9904e+00
223 0 +1.038516907e+00 -5.614830932e-01 -5.614830932e-01 +4.9305e-01 -2.3940e+00 +6.3763e-01
224 0 +4.779414738e-02 -1.552205853e+00 -1.552205853e+00 +8.1295e-01 -2.2915e+00 +4.2252e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.708400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.702135706e+01 -3.338186429e+02 -3.338186429e+02 +3.4007e-01 +6.9146e-02 +7.6032e-01
4 0 +2.807039052e+01 -3.427696095e+02 -3.427696095e+02 +2.8517e-01 -7.1595e-01 -3.6880e-01
5 0 +9.434943690e+00 -3.614050563e+02 -3.614050563e+02 -1.5847e+00 +2.0087e+00 -5.2125e-02
7 0 +3.732648033e+00 -3.671073520e+02 -3.671073520e+02 -7.2891e-01 +2.9739e+00 +1.8237e-01
53 0 +2.198121074e+00 -3.686418789e+02 -3.686418789e+02 +6.4106e-03 +3.5822e+00 +4.1127e+00
93 0 +8.606246551e-01 -3.699793753e+02 -3.699793753e+02 +2.3541e+00 -9.8891e-01 -2.4785e+00
157 0 +4.202537170e-01 -3.704197463e+02 -3.704197463e+02 +2.6554e+00 -5.6253e-01 -1.3092e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-3.256000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.394974216e+00 -2.616502578e+01 -2.616502578e+01 +1.7237e-01 -1.1952e+00 -1.5548e+00
79 0 +4.032662679e+00 -2.852733732e+01 -2.852733732e+01 +3.7474e+00 +3.7695e+00 -1.3290e+00
211 0 +2.118615782e+00 -3.044138422e+01 -3.044138422e+01 -1.9505e-01 -1.7641e+00 -1.6183e+00
256 0 +5.074994417e-01 -3.205250056e+01 -3.205250056e+01 +2.1110e-01 -1.9137e+00 -1.7561e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.154000000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.739494376e+00 +5.231394944e+02 +5.231394944e+02 -1.3479e+00 -7.0552e-01 -1.6455e+00
8 0 +3.012510788e+00 +5.184125108e+02 +5.184125108e+02 -1.1903e+00 -2.2575e+00 -2.2172e+00
18 0 +2.333465441e+00 +5.177334654e+02 +5.177334654e+02 +4.8668e+00 -2.7486e+00 +1.8325e-01
175 0 +2.008076793e+00 +5.174080768e+02 +5.174080768e+02 -1.3916e+00 -6.0969e-03 +1.4765e+00
199 0 +1.847113998e+00 +5.172471140e+02 +5.172471140e+02 +2.1970e+00 +3.1476e+00 +2.9673e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-8.628000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.971005945e+01 -2.656994055e+01 -2.656994055e+01 +1.8598e+00 +1.5755e+00 -2.8073e-01
2 0 +4.395758373e+01 -4.232241627e+01 -4.232241627e+01 +7.8859e-01 -1.9719e+00 +1.3851e+00
3 0 +1.337372262e+01 -7.290627738e+01 -7.290627738e+01 -1.2382e-01 +1.3458e+00 -8.9818e-01
11 0 +1.187836516e+01 -7.440163484e+01 -7.440163484e+01 -1.0719e+00 +3.1703e+00 +2.3530e+00
16 0 +1.089428953e+01 -7.538571047e+01 -7.538571047e+01 -1.1250e+00 -2.6089e-01 +2.5791e+00
21 0 +1.055195343e+01 -7.572804657e+01 -7.572804657e+01 -1.5280e+00 -7.5734e-02 -8.5474e-01
24 0 +7.681081010e+00 -7.859891899e+01 -7.859891899e+01 -3.2265e+00 -1.8041e+00 -1.3267e+00
