% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.961097196e+00 -9.910389028e+02 -9.910389028e+02 -8.5494e-01 +4.9072e-01 +1.8233e+00
2 0 +6.991799824e+00 -9.930082002e+02 -9.930082002e+02 -5.4421e-01 -5.4724e-01 -2.0743e-01
67 0 +8.259318284e-01 -9.991740682e+02 -9.991740682e+02 -5.4772e-02 +2.4813e-03 -2.0564e+00
121 0 +5.230458704e-01 -9.994769541e+02 -9.994769541e+02 -1.5856e+00 -1.3657e+00 +1.2829e+00
162 0 +8.850251298e-02 -9.999114975e+02 -9.999114975e+02 +5.6825e-01 +6.3748e-01 +2.3829e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e+03) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +5.600127197e+01 +1.056001272e+03 +1.056001272e+03 -1.6297e-01 -6.7971e-01 -2.2981e+00
3 0 +3.860040909e+01 +1.038600409e+03 +1.038600409e+03 +8.7898e-01 -1.5355e-01 +2.1941e-01
7 0 +2.757512519e+01 +1.027575125e+03 +1.027575125e+03 +8.7764e-01 +1.3039e-01 -5.3477e-02
10 0 +2.462295669e+01 +1.024622957e+03 +1.024622957e+03 +7.0796e-01 +1.1939e+00 -3.1787e+00
12 0 +1.560642682e+01 +1.015606427e+03 +1.015606427e+03 +1.9807e+00 +2.0654e-01 -4.1145e+00
19 0 +1.381558817e+01 +1.013815588e+03 +1.013815588e+03 -2.6343e+00 +4.5174e-01 -2.1081e+00
30 0 +6.929546280e+00 +1.006929546e+03 +1.006929546e+03 +6.3489e-01 -3.3575e+00 -1.3428e+00
33 0 +6.244262740e+00 +1.006244263e+03 +1.006244263e+03 +9.9550e-01 -3.1263e+00 -1.9852e+00
75 0 +2.490345093e+00 +1.002490345e+03 +1.002490345e+03 -1.3782e+00 -5.3981e-01 -3.0482e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.913000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
