% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.985779122e+02 +2.780579122e+02 +2.780579122e+02
3 0 +1.865055524e+02 +2.659855524e+02 +2.659855524e+02
9 0 +1.657080799e+02 +2.451880799e+02 +2.451880799e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.363146725e+02 +7.307946725e+02 +7.307946725e+02
2 0 +3.130246572e+02 +7.075046572e+02 +7.075046572e+02
6 0 +2.778851436e+02 +6.723651436e+02 +6.723651436e+02
14 0 +2.716488323e+02 +6.661288323e+02 +6.661288323e+02
116 0 +2.177764397e+02 +6.122564397e+02 +6.122564397e+02
2061 0 +1.813815874e+02 +5.758615874e+02 +5.758615874e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.471100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.716696112e+02 +2.455961124e+01 +2.455961124e+01
2 0 +2.446497636e+02 -2.460236411e+00 -2.460236411e+00
3 0 +2.214067955e+02 -2.570320449e+01 -2.570320449e+01
4 0 +2.161209362e+02 -3.098906384e+01 -3.098906384e+01
6 0 +1.810680883e+02 -6.604191172e+01 -6.604191172e+01
1154 0 +1.667177456e+02 -8.039225436e+01 -8.039225436e+01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.520400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.450714440e+02 +9.303144398e+01 +9.303144398e+01
3 0 +2.391544061e+02 +8.711440610e+01 +8.711440610e+01
5 0 +1.729987831e+02 +2.095878309e+01 +2.095878309e+01
3897 0 +1.588368571e+02 +6.796857149e+00 +6.796857149e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.525000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.771264857e+02 +1.518764857e+02 +1.518764857e+02
2 0 +1.727647433e+02 +1.475147433e+02 +1.475147433e+02
4 0 +1.561784579e+02 +1.309284579e+02 +1.309284579e+02
11 0 +1.475705312e+02 +1.223205312e+02 +1.223205312e+02
1736 0 +1.413762614e+02 +1.161262614e+02 +1.161262614e+02
3804 0 +1.410270677e+02 +1.157770677e+02 +1.157770677e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.830100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.675012387e+02 +4.505112387e+02 +4.505112387e+02
3 0 +2.542721425e+02 +4.372821425e+02 +4.372821425e+02
5 0 +2.476460446e+02 +4.306560446e+02 +4.306560446e+02
7 0 +2.397619353e+02 +4.227719353e+02 +4.227719353e+02
12 0 +2.232643157e+02 +4.062743157e+02 +4.062743157e+02
2099 0 +2.170295623e+02 +4.000395623e+02 +4.000395623e+02
2103 0 +1.981759588e+02 +3.811859588e+02 +3.811859588e+02
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.835200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.294190790e+02 +5.129390790e+02 +5.129390790e+02
2 0 +3.074986925e+02 +4.910186925e+02 +4.910186925e+02
4 0 +2.736617662e+02 +4.571817662e+02 +4.571817662e+02
13 0 +2.618370499e+02 +4.453570499e+02 +4.453570499e+02
