% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.694674645e+01 +9.642674645e+01 +9.642674645e+01 +2.1188e-01 +1.7091e+00 +5.7050e-01 -6.6618e-01 -2.1023e+00
3 0 +1.259329084e+01 +9.207329084e+01 +9.207329084e+01 +5.6175e-01 +1.4566e-01 -1.0648e+00 +9.9418e-01 +4.5229e-01
6 0 +8.261496555e+00 +8.774149655e+01 +8.774149655e+01 -9.4302e-02 -1.6260e+00 -6.7739e-01 -3.3021e-01 -9.9960e-01
134 0 +4.881504868e+00 +8.436150487e+01 +8.436150487e+01 +7.8665e-01 -2.9336e+00 -1.7626e+00 +1.3849e+00 -2.4206e+00
137 0 +3.620322009e+00 +8.310032201e+01 +8.310032201e+01 -2.3403e-01 -1.3525e+00 -1.7380e+00 +8.5807e-01 -1.5966e+00
277 0 +2.868855721e+00 +8.234885572e+01 +8.234885572e+01 -1.9503e-01 -2.2867e+00 -1.1739e+00 +8.4547e-01 -2.5363e+00
458 0 +2.493328786e+00 +8.197332879e+01 +8.197332879e+01 +7.4163e-01 +3.1338e-01 -5.1394e-01 +2.0282e+00 -2.4847e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +6.443380576e+01 +4.589138058e+02 +4.589138058e+02 -7.5241e-01 +1.5606e+00 -1.7031e-01 -7.3225e-01 +7.0548e-01
4 0 +4.963252719e+01 +4.441125272e+02 +4.441125272e+02 -8.8681e-01 -3.0605e-01 +1.3291e+00 +1.3407e+00 -1.2713e-01
5 0 +4.351759128e+01 +4.379975913e+02 +4.379975913e+02 -1.1858e+00 -9.3133e-01 +5.2399e-01 +3.0561e-01 +5.6804e-02
27 0 +3.486664483e+01 +4.293466448e+02 +4.293466448e+02 -4.7451e-01 +6.4079e-01 -1.6400e+00 +1.5419e+00 +2.1774e-01
222 0 +2.532725904e+01 +4.198072590e+02 +4.198072590e+02 -6.7914e-01 -2.3896e+00 -2.7120e+00 +9.3403e-01 -1.3073e+00
223 0 +2.456830077e+01 +4.190483008e+02 +4.190483008e+02 -1.7008e+00 -4.4102e-01 -3.2928e+00 +2.8518e-01 +2.4926e-01
257 0 +2.294440628e+01 +4.174244063e+02 +4.174244063e+02 -2.1560e+00 -1.6828e-01 -1.0724e+00 +2.0813e+00 -4.5131e-01
324 0 +2.172705011e+01 +4.162070501e+02 +4.162070501e+02 -2.7772e+00 -2.5194e+00 -6.1029e-02 +1.6900e+00 -3.3478e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.471100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.280620735e+01 -2.143037926e+02 -2.143037926e+02 -9.7749e-01 -4.0172e-03 -8.7970e-01 +5.1439e-01 -4.3777e-01
6 0 +2.636026237e+01 -2.207497376e+02 -2.207497376e+02 -1.1600e+00 +9.0834e-01 -5.0518e-01 -1.8915e-01 -5.2959e-01
73 0 +1.887077615e+01 -2.282392239e+02 -2.282392239e+02 -6.4234e-01 -8.8638e-01 -3.2426e+00 -2.7092e+00 -2.6002e+00
100 0 +1.193692962e+01 -2.351730704e+02 -2.351730704e+02 -3.3879e+00 +2.8994e+00 -3.2294e-01 -2.8574e+00 -1.1839e+00
102 0 +7.030454240e+00 -2.400795458e+02 -2.400795458e+02 -3.7622e+00 +1.1982e+00 -2.2758e+00 -3.0172e+00 -4.8524e+00
106 0 +5.962267938e+00 -2.411477321e+02 -2.411477321e+02 -3.3853e+00 +9.7695e-01 -6.0005e-01 -1.4955e+00 -3.7022e+00
107 0 +4.537473075e+00 -2.425725269e+02 -2.425725269e+02 -3.0663e+00 +1.4534e+00 -1.0405e-01 -2.3457e+00 -2.5667e+00
333 0 +3.170219213e+00 -2.439397808e+02 -2.439397808e+02 -3.5549e+00 -1.7961e-02 -3.8848e-01 -3.8302e+00 -1.3813e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.520400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.586323086e+01 -1.261767691e+02 -1.261767691e+02 -6.0302e-01 -7.8451e-02 -1.6631e+00 -3.5158e-01 +1.6817e-01
25 0 +1.657137063e+01 -1.354686294e+02 -1.354686294e+02 -8.1542e-02 +9.7049e-01 -1.7590e+00 +3.1512e+00 -9.8953e-01
28 0 +1.124254331e+01 -1.407974567e+02 -1.407974567e+02 +9.7753e-01 +7.5139e-01 -4.3425e+00 +2.0074e+00 -3.0181e-01
41 0 +6.169946858e+00 -1.458700531e+02 -1.458700531e+02 -9.0600e-01 -4.7532e-01 -2.6446e+00 +3.6641e+00 +1.8022e+00
44 0 +3.875124348e+00 -1.481648757e+02 -1.481648757e+02 -3.2493e-01 +4.6678e-01 -2.8297e+00 +3.8811e+00 +1.2297e+00
288 0 +1.453636371e+00 -1.505863636e+02 -1.505863636e+02 -8.0351e-01 +1.5224e+00 -2.9617e+00 +3.6708e+00 +2.7173e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.525000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.629284043e+01 +2.104284043e+01 +2.104284043e+01 -7.0649e-01 +1.2371e-01 -1.0431e+00 -8.2387e-01 -1.7482e+00
3 0 +3.957270293e+01 +1.432270293e+01 +1.432270293e+01 +1.1353e-01 +5.3017e-01 +8.0341e-01 +1.1646e+00 -7.2119e-02
6 0 +1.570006778e+01 -9.549932216e+00 -9.549932216e+00 +1.4789e+00 -2.0198e-01 -4.1351e-01 -1.2667e+00 +3.5783e-01
24 0 +1.198087390e+01 -1.326912610e+01 -1.326912610e+01 +1.7070e+00 -7.1833e-01 +6.7338e-01 -1.0493e+00 +2.3461e+00
46 0 +6.337539647e+00 -1.891246035e+01 -1.891246035e+01 +3.3842e+00 +4.5410e-01 -8.1123e-01 -8.4031e-01 +1.2580e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.830100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.528942329e+01 +2.282994233e+02 +2.282994233e+02 +2.9180e-02 -6.6890e-01 +3.8012e-01 -2.2140e-01 +2.3280e-01
3 0 +3.520325988e+01 +2.182132599e+02 +2.182132599e+02 +6.2274e-01 -6.8948e-01 -1.5561e+00 +2.7099e-01 -2.4721e-01
9 0 +1.234303781e+01 +1.953530378e+02 +1.953530378e+02 -4.3405e+00 +2.1486e+00 -2.0137e+00 +1.4728e+00 -1.1750e+00
10 0 +5.919574646e+00 +1.889295746e+02 +1.889295746e+02 -3.4766e+00 +2.1243e+00 -2.1663e+00 +1.7018e+00 -2.0594e+00
216 0 +5.009649644e+00 +1.880196496e+02 +1.880196496e+02 -3.1450e+00 +3.5330e+00 -2.6805e+00 -5.6043e-02 -1.9447e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.835200000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.364616137e+01 +2.271661614e+02 +2.271661614e+02 -8.5115e-01 +1.2233e+00 +1.2320e+00 -1.0950e+00 +9.7464e-01
2 0 +2.673019613e+01 +2.102501961e+02 +2.102501961e+02 +1.2972e+00 +5.0797e-01 -2.3554e-01 -1.3498e+00 -1.0423e-01
