% f evaluations | g evaluations | best noise-free fitness - Fopt (7.948000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +9.055406591e+00 +8.853540659e+01 +8.853540659e+01 -1.0138e+00 +1.5729e+00
2 0 +2.137882450e+00 +8.161788245e+01 +8.161788245e+01 +5.8063e-02 +2.9232e-01
3 0 +1.654048950e-01 +7.964540490e+01 +7.964540490e+01 +3.4055e-01 -7.5968e-01
25 0 +1.212912514e-01 +7.960129125e+01 +7.960129125e+01 +3.8563e-01 -1.4787e+00
142 0 +8.697873251e-03 +7.948869787e+01 +7.948869787e+01 +2.1134e-01 -1.0733e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (3.944800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.784175465e+01 +4.323217547e+02 +4.323217547e+02 +9.3818e-02 +1.7898e+00
2 0 +2.930546800e+01 +4.237854680e+02 +4.237854680e+02 +4.5220e-01 +3.3105e-01
4 0 +2.288237399e+01 +4.173623740e+02 +4.173623740e+02 +5.0962e-01 -1.0325e+00
5 0 +1.466384772e+01 +4.091438477e+02 +4.091438477e+02 -8.8623e-01 -5.2594e-01
25 0 +1.164680639e+01 +4.061268064e+02 +4.061268064e+02 -1.4854e+00 -4.7707e-01
26 0 +5.881175633e+00 +4.003611756e+02 +4.003611756e+02 -3.5208e+00 -4.9486e-01
99 0 +4.153331525e+00 +3.986333315e+02 +3.986333315e+02 -1.8630e+00 -2.9929e+00
133 0 +2.968156866e+00 +3.974481569e+02 +3.974481569e+02 -2.8419e+00 -1.5295e+00
135 0 +1.595098685e+00 +3.960750987e+02 +3.960750987e+02 -2.7151e+00 -2.4489e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.471100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.562919114e+01 -2.314808089e+02 -2.314808089e+02 -2.6304e-02 +1.3866e+00
2 0 +1.522161055e+01 -2.318883895e+02 -2.318883895e+02 +7.0733e-02 +7.0462e-01
4 0 +1.357833377e+01 -2.335316662e+02 -2.335316662e+02 -2.8821e-01 +1.3243e+00
5 0 +8.148671871e+00 -2.389613281e+02 -2.389613281e+02 -9.4459e-01 +1.3658e-01
37 0 +3.079899901e+00 -2.440301001e+02 -2.440301001e+02 -2.2866e+00 -6.8806e-01
38 0 +2.402328694e+00 -2.447076713e+02 -2.447076713e+02 -2.6509e+00 -8.3874e-01
39 0 +2.230165783e+00 -2.448798342e+02 -2.448798342e+02 -2.3276e+00 +4.6200e-01
40 0 +4.717470651e-02 -2.470628253e+02 -2.470628253e+02 -3.7530e+00 +4.1560e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.520400000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +3.713196607e+00 -1.483268034e+02 -1.483268034e+02 +7.6866e-01 -2.0087e-01
2 0 +1.194651303e-01 -1.519205349e+02 -1.519205349e+02 +3.5511e-02 +1.2572e+00
83 0 +8.364236235e-02 -1.519563576e+02 -1.519563576e+02 +2.1738e-02 +1.4365e+00
84 0 +9.857692567e-03 -1.520301423e+02 -1.520301423e+02 -2.0219e-01 +1.3490e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.525000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.830964039e+01 -6.940359611e+00 -6.940359611e+00 -5.6565e-01 +1.5500e+00
3 0 +7.283237178e+00 -1.796676282e+01 -1.796676282e+01 +9.9915e-01 -3.0896e-02
4 0 +3.756191642e+00 -2.149380836e+01 -2.149380836e+01 +1.7908e+00 -2.1101e-02
8 0 +8.629192169e-01 -2.438708078e+01 -2.438708078e+01 +3.3683e+00 -2.6055e-01
43 0 +1.361099942e-01 -2.511389001e+01 -2.511389001e+01 +3.8656e+00 +3.6499e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.830100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.591249347e+01 +1.989224935e+02 +1.989224935e+02 -1.3745e+00 -8.1248e-01
2 0 +8.622887890e+00 +1.916328879e+02 +1.916328879e+02 -8.2057e-01 +4.7784e-01
4 0 +5.705157051e+00 +1.887151571e+02 +1.887151571e+02 -4.6579e-01 +1.3957e+00
41 0 +3.233411248e+00 +1.862434112e+02 +1.862434112e+02 -2.0898e+00 +1.3056e+00
43 0 +3.062201956e+00 +1.860722020e+02 +1.860722020e+02 -2.1074e+00 +1.3535e+00
45 0 +1.717827685e+00 +1.847278277e+02 +1.847278277e+02 -1.4820e+00 +1.9673e+00
73 0 +1.505991750e+00 +1.845159918e+02 +1.845159918e+02 -1.8227e+00 +1.9167e+00
100 0 +1.052841260e-01 +1.831152841e+02 +1.831152841e+02 -2.0246e+00 +3.4080e+00
102 0 +9.723185709e-02 +1.831072319e+02 +1.831072319e+02 -2.1821e+00 +2.7948e+00
154 0 +2.579072538e-02 +1.830357907e+02 +1.830357907e+02 -2.1254e+00 +2.9430e+00
