% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.280935923e+03 +1.310905923e+03 +1.310905923e+03 +1.8798e+00 -1.4857e+00 -1.5933e+00 -9.9727e-01 +2.1202e+00 +1.8489e-01 +1.0692e+00 -6.7547e-01 +3.2411e-01 -3.2439e-01
51 0 +1.214878327e+03 +1.244848327e+03 +1.244848327e+03 -9.2766e-01 -2.9507e+00 -1.9776e+00 +2.9886e-01 -5.0237e-03 +4.1889e+00 +6.1816e-01 -8.6311e-01 -1.8775e+00 -5.8950e-01
288 0 +1.095257552e+03 +1.125227552e+03 +1.125227552e+03 -1.2263e+00 +2.0263e-01 -3.8661e+00 -2.2623e+00 -7.1988e-01 +2.7127e+00 -2.5880e+00 -1.2366e+00 -1.8034e+00 -4.2775e+00
344 0 +8.681337156e+02 +8.981037156e+02 +8.981037156e+02 +1.0508e+00 -2.0040e+00 -3.6333e+00 +2.9661e+00 +4.5406e+00 +6.7135e-01 -2.9584e+00 -3.1287e+00 +1.8600e+00 +6.9722e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.957139140e+03 +1.905429140e+03 +1.905429140e+03 -1.4728e+00 -6.8553e-01 -1.0754e+00 -2.6540e-01 +9.8503e-01 +2.7038e-01 +1.4220e-01 -1.0010e+00 -7.9724e-01 -2.3024e-01
3 0 +1.841716095e+03 +1.790006095e+03 +1.790006095e+03 +8.9147e-01 +2.4273e-01 -3.7559e-01 +2.7879e-01 -1.3471e+00 +7.8785e-01 -7.2447e-01 -6.6981e-01 -3.9996e-01 -1.8949e-01
5 0 +1.734028288e+03 +1.682318288e+03 +1.682318288e+03 +3.2069e-01 -8.9764e-01 -9.7037e-01 -1.6552e+00 +1.0844e-01 +1.4983e-01 -2.2273e-01 +6.0040e-01 +7.3024e-01 -2.7751e-01
19 0 +1.675386235e+03 +1.623676235e+03 +1.623676235e+03 +2.9744e+00 +1.3371e+00 -1.8063e+00 -1.4378e+00 -1.7327e-01 -1.0340e+00 -5.4637e-01 -2.3798e+00 -1.4296e+00 -1.4343e+00
46 0 +1.508168073e+03 +1.456458073e+03 +1.456458073e+03 +2.8986e+00 -1.5066e+00 -1.3826e+00 +1.2996e+00 -3.5032e-01 +1.8036e+00 +4.2166e-01 +3.0733e+00 -1.2582e+00 +1.6745e-01
55 0 +1.421460895e+03 +1.369750895e+03 +1.369750895e+03 +1.8191e+00 -1.8128e+00 -2.2653e+00 +7.9178e-01 +2.1057e+00 +1.3046e+00 -7.7848e-01 +1.1307e+00 -2.3368e+00 -2.1621e+00
58 0 +1.349582384e+03 +1.297872384e+03 +1.297872384e+03 +2.8986e+00 -2.7633e+00 -1.4696e+00 +6.2812e-01 +3.3013e+00 +5.1363e-01 -1.5327e+00 +1.3304e+00 -1.4591e+00 +5.1097e-01
60 0 +1.346177366e+03 +1.294467366e+03 +1.294467366e+03 +2.0235e+00 -2.3552e+00 -3.3113e+00 +7.0548e-01 +2.3481e+00 +2.5691e+00 -1.2188e+00 +7.2978e-01 -2.6018e+00 -1.4490e+00
162 0 +1.205882523e+03 +1.154172523e+03 +1.154172523e+03 +2.1663e+00 +1.7784e+00 -1.3542e+00 -7.1316e-01 -1.1273e+00 -1.2104e+00 -3.5023e+00 -9.4883e-01 -2.2898e+00 +5.8384e-01
308 0 +1.119991194e+03 +1.068281194e+03 +1.068281194e+03 +1.3823e+00 +1.0959e+00 -1.0663e+00 +4.1658e-01 -1.0095e-01 +1.2009e+00 -3.0754e+00 +4.5320e-01 -3.0624e+00 +2.6219e+00
313 0 +1.078511352e+03 +1.026801352e+03 +1.026801352e+03 +3.9664e+00 +9.3064e-01 -8.2967e-01 -1.7540e+00 -5.5865e-01 +1.8709e+00 -9.8724e-01 -5.9768e-01 -2.9430e+00 +2.8756e+00
350 0 +1.019210732e+03 +9.675007321e+02 +9.675007321e+02 +3.3083e+00 +9.0858e-01 -3.7354e+00 -1.9446e-01 +2.6793e+00 -1.2716e+00 -1.4846e+00 +1.8531e-01 +1.4578e+00 +1.3885e+00
692 0 +9.641347575e+02 +9.124247575e+02 +9.124247575e+02 -2.1972e-01 +3.1965e+00 -3.2916e+00 -4.6564e-01 -3.0343e-01 +5.5716e-01 -1.5120e+00 +1.7815e+00 -1.9179e+00 +1.0714e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.799500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.159844934e+03 +8.798949343e+02 +8.798949343e+02 -2.5892e-01 -5.0094e-01 +1.3829e+00 +3.6105e-01 -1.0293e+00 +3.8690e-01 +1.4300e+00 -2.7767e-01 +1.0072e+00 -1.6635e+00
4 0 +1.106744356e+03 +8.267943557e+02 +8.267943557e+02 -4.6408e-01 -4.7300e-01 +2.2388e+00 -1.2520e+00 +1.6865e-01 +4.9465e-01 -1.0253e-01 +2.5172e-01 -8.1734e-01 -5.5840e-01
102 0 +1.075062321e+03 +7.951123210e+02 +7.951123210e+02 -6.8246e-02 -9.7829e-01 +4.3069e+00 -1.4271e+00 -2.6846e+00 -2.5700e+00 +3.1209e+00 +1.0712e+00 +9.4235e-01 -1.2263e+00
107 0 +6.894648696e+02 +4.095148696e+02 +4.095148696e+02 +5.4077e-01 -1.8564e+00 +3.4877e+00 -1.0154e+00 -2.5651e+00 -3.5005e+00 +9.1492e-02 +3.8999e-01 +3.7278e-01 -2.3481e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.319900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.218751009e+03 +2.150741009e+03 +2.150741009e+03 -1.0510e+00 -6.0442e-01 +1.0961e-01 +8.3876e-02 +1.1708e+00 -1.9287e-01 +5.8109e-01 +4.5939e-01 -1.1244e+00 +4.8394e-01
2 0 +1.078179472e+03 +2.010169472e+03 +2.010169472e+03 -2.9665e-01 -1.1386e+00 +1.9586e-01 +5.3418e-02 -1.9087e-02 +1.4819e-02 +1.1500e-01 -4.4978e-01 -8.3066e-01 +9.9514e-01
132 0 +1.068913273e+03 +2.000903273e+03 +2.000903273e+03 -1.5761e-01 +1.2469e+00 -9.3321e-01 -2.7767e+00 +1.4173e+00 -2.5657e+00 -4.2948e-01 -1.2285e+00 -1.1581e+00 +2.4633e+00
140 0 +1.003454288e+03 +1.935444288e+03 +1.935444288e+03 -1.5269e+00 +1.3426e+00 -3.9548e-01 -1.3389e+00 +1.1572e+00 -2.0744e+00 +4.8699e-01 -1.9002e+00 -2.7435e+00 +1.9658e+00
191 0 +7.155825801e+02 +1.647572580e+03 +1.647572580e+03 +2.8622e+00 +3.3879e-01 +2.7278e+00 +1.1399e+00 +4.4766e+00 -1.1691e+00 +3.5185e+00 -1.7741e+00 -4.0291e+00 -6.6286e-02
439 0 +6.962194111e+02 +1.628209411e+03 +1.628209411e+03 -6.7628e-02 +3.8749e-01 +4.1668e+00 -2.2178e+00 +1.7264e+00 -2.1800e+00 +1.7909e+00 -3.5695e+00 -2.9839e+00 +8.2649e-01
443 0 +6.371426018e+02 +1.569132602e+03 +1.569132602e+03 -1.2071e+00 -1.5675e-01 +2.0305e+00 -1.6385e+00 +1.4563e+00 -2.0313e+00 +1.5941e+00 -1.5402e+00 -7.2035e-01 +1.4234e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.133100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.098703507e+03 +1.212013507e+03 +1.212013507e+03 +4.1193e-01 -5.7925e-01 -8.2706e-01 -2.4683e-01 +3.2787e-02 +7.5036e-01 -3.9401e-01 -3.5183e-01 -5.4520e-01 +1.2451e+00
2 0 +1.022881106e+03 +1.136191106e+03 +1.136191106e+03 -6.4973e-01 +6.5320e-01 -6.8380e-01 -1.2927e-01 +2.7000e-01 -1.0525e+00 -4.9251e-01 -1.2166e+00 -5.0293e-01 -4.4758e-01
3 0 +9.432877566e+02 +1.056597757e+03 +1.056597757e+03 +4.7644e-01 +2.0978e-01 -1.4817e-01 +1.2970e-01 -9.0433e-01 +1.0381e+00 +7.8065e-01 -3.7980e-01 +1.7458e-01 +8.9892e-01
10 0 +8.832888910e+02 +9.965988910e+02 +9.965988910e+02 +9.7807e-01 +4.2014e-01 +1.2233e+00 -3.1742e-01 -1.8768e-01 -1.1948e+00 +9.1829e-01 +5.3564e-02 +2.1696e-01 +9.7029e-02
39 0 +7.079381961e+02 +8.212481961e+02 +8.212481961e+02 +1.6187e+00 +3.1845e+00 -2.1251e+00 +6.6239e-01 +1.2225e+00 -4.3771e-01 -6.6597e-01 -1.1196e+00 -1.4207e-01 -5.9367e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.849000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.557938081e+03 +1.586428081e+03 +1.586428081e+03 -2.0552e+00 -4.0406e-02 +2.7951e-01 -3.8224e-01 -9.5289e-03 +7.9110e-01 -3.8741e-02 +1.1644e+00 -2.0926e-01 -9.0612e-01
3 0 +1.310000551e+03 +1.338490551e+03 +1.338490551e+03 -1.1256e+00 +1.1301e+00 +9.2076e-01 -2.7643e+00 -3.3385e-01 +2.2575e+00 +5.1698e-02 +8.3734e-01 +3.7125e-01 +3.2719e-01
10 0 +1.281650302e+03 +1.310140302e+03 +1.310140302e+03 -2.0826e-01 -1.0332e+00 -1.5316e-01 -1.3684e+00 -9.7912e-01 -4.3119e-01 +1.0137e+00 +1.0707e+00 -9.2566e-01 +2.3365e-01
14 0 +1.107638925e+03 +1.136128925e+03 +1.136128925e+03 +2.5132e+00 -1.3150e+00 +1.1955e+00 -1.8551e+00 -1.1158e+00 +2.2519e+00 -2.1313e+00 +2.8248e+00 +9.2814e-01 +2.0128e+00
188 0 +9.598251434e+02 +9.883151434e+02 +9.883151434e+02 -1.8107e+00 -1.4021e+00 +7.5860e-01 -9.6987e-01 +8.1883e-01 -2.1163e-01 -4.4660e-01 +3.2357e+00 -1.9529e+00 +2.0954e+00
190 0 +8.090530435e+02 +8.375430435e+02 +8.375430435e+02 -8.0299e-02 -1.8168e+00 +1.2169e+00 -1.3741e+00 -9.7206e-01 +9.3299e-01 +1.5655e+00 +8.1205e-01 +1.4876e-01 +2.9076e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-7.405800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.401373272e+02 +9.955732719e+01 +9.955732719e+01 +7.3179e-01 +1.6577e-01 -1.5086e-01 +8.4462e-01 -5.1319e-01 +1.5858e+00 -1.8701e+00 +8.1337e-01 +2.1426e-01 -1.0397e+00
907 0 +8.207908104e+02 +8.021081043e+01 +8.021081043e+01 -1.9473e+00 +6.5543e-01 -2.7434e+00 -6.9917e-01 -1.5279e+00 +2.9682e+00 -3.4286e+00 +3.3476e+00 -4.3304e+00 -4.1239e+00
909 0 +7.960648298e+02 +5.548482982e+01 +5.548482982e+01 -1.9604e+00 -4.9313e-01 -3.8527e+00 -1.3987e+00 -1.5492e+00 +4.8994e+00 -1.5035e+00 +3.9139e+00 -3.7796e+00 -9.0786e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.177000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.291192010e+03 +1.239422010e+03 +1.239422010e+03 +5.4437e-01 +1.9373e-01 +1.2227e+00 -7.0720e-01 +1.7639e+00 -5.4579e-01 -1.4249e+00 -5.1777e-01 +3.4937e-02 -9.9222e-01
3 0 +1.129760102e+03 +1.077990102e+03 +1.077990102e+03 -5.5040e-01 +1.4350e+00 -2.0215e-01 +1.8325e+00 -5.6542e-01 +6.6234e-01 -2.0488e+00 -7.2169e-01 +1.1674e+00 +7.1649e-02
23 0 +1.036536093e+03 +9.847660934e+02 +9.847660934e+02 -9.9374e-01 +1.2864e+00 -2.9641e+00 -3.7327e-01 +3.6878e+00 -1.7962e-01 +8.0807e-01 -7.2502e-01 +1.8314e+00 -2.3751e+00
422 0 +9.535646709e+02 +9.017946709e+02 +9.017946709e+02 -1.2601e+00 +3.2593e-01 +1.6551e-01 -4.8095e-01 +3.0235e+00 +5.5102e-01 +1.2493e+00 -4.9643e-01 +1.4826e+00 -3.1114e+00
615 0 +9.271948772e+02 +8.754248772e+02 +8.754248772e+02 -3.1711e+00 +1.2647e+00 +1.8644e-01 +5.5710e-01 -1.5293e+00 +2.4517e+00 -2.8284e-01 -3.5592e+00 +1.6906e+00 -4.1379e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.229800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.240773351e+03 +2.017793351e+03 +2.017793351e+03 -7.8297e-01 -8.0972e-01 -7.3578e-02 +1.2188e+00 +4.6376e-01 -1.9277e-03 +2.5036e-01 +7.1066e-01 -3.4753e-02 -1.1964e+00
6 0 +2.131104870e+03 +1.908124870e+03 +1.908124870e+03 -9.3609e-01 -2.0810e+00 +2.0970e-01 +1.8280e+00 +1.2973e-01 +1.1756e+00 +2.4442e-01 -8.2766e-01 -3.1977e-01 +8.7922e-01
10 0 +1.940568556e+03 +1.717588556e+03 +1.717588556e+03 +5.8934e-02 -1.6613e-01 +4.1051e-01 -8.8396e-01 -7.4244e-01 +1.5562e+00 +1.4076e+00 -1.8598e+00 +1.6836e+00 -1.3434e+00
11 0 +1.628259077e+03 +1.405279077e+03 +1.405279077e+03 +1.0261e+00 -4.1419e+00 -1.7228e-02 +3.2003e+00 -3.3673e+00 +4.4260e+00 -2.7961e-01 -2.3163e+00 -4.5159e+00 -1.4956e+00
23 0 +1.236991902e+03 +1.014011902e+03 +1.014011902e+03 -1.2645e+00 +2.6990e+00 +1.4559e+00 +1.5961e+00 -3.5125e+00 -7.7722e-01 +4.3378e+00 -2.4856e+00 -2.3048e+00 +2.5142e+00
213 0 +1.057191411e+03 +8.342114113e+02 +8.342114113e+02 +9.7721e-01 -1.4641e+00 -3.7026e+00 +2.2109e+00 -1.6818e+00 +7.9275e-01 +4.2732e+00 -1.7647e+00 +4.2742e-01 +4.1438e+00
415 0 +9.576412976e+02 +7.346612976e+02 +7.346612976e+02 +2.5555e+00 -9.5830e-01 -5.7221e-01 +3.5703e-01 -3.2733e+00 -2.7302e+00 +3.3135e+00 -1.3485e+00 -4.6198e+00 +4.5741e+00
825 0 +5.946846558e+02 +3.717046558e+02 +3.717046558e+02 +4.6080e+00 -5.2039e-01 -4.0326e+00 +3.0336e+00 -2.8979e+00 +2.4186e-01 +2.6964e+00 -2.6718e+00 +4.2335e-01 +1.4718e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (5.860000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.471908966e+03 +1.477768966e+03 +1.477768966e+03 +7.3871e-01 -2.8824e-01 +7.6180e-01 +1.7734e+00 -1.3310e+00 -6.6953e-01 -1.4091e+00 +4.4206e-01 +1.3171e+00 -1.3338e+00
2 0 +9.278175158e+02 +9.336775158e+02 +9.336775158e+02 -3.1642e-01 +1.0653e+00 +7.2372e-01 -1.3917e+00 +6.6308e-01 +1.1678e+00 +3.4637e-01 +6.8323e-01 -1.5486e-01 +6.6692e-01
38 0 +8.721571678e+02 +8.780171678e+02 +8.780171678e+02 +5.7376e-01 +1.4366e-01 +3.0440e+00 +2.9331e+00 +1.2985e+00 +1.2521e+00 +2.3698e+00 +7.3714e-01 +7.5840e-01 +2.3999e+00
40 0 +6.398545084e+02 +6.457145084e+02 +6.457145084e+02 +2.8614e-01 +7.1096e-01 +1.6132e+00 +2.0284e+00 +1.9776e+00 +1.3564e+00 +1.2195e+00 +1.4525e+00 -3.3285e-02 -1.4883e-01
637 0 +5.985972471e+02 +6.044572471e+02 +6.044572471e+02 -1.5993e+00 -4.8896e-01 +1.1113e+00 +1.8700e+00 +1.3440e+00 +1.8241e+00 +1.7083e+00 +1.0366e+00 +1.0861e+00 +4.2669e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (2.048600000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.676201580e+03 +1.881061580e+03 +1.881061580e+03 +1.9497e+00 -4.4562e-01 +1.8507e+00 +1.4225e+00 +7.0076e-01 -3.2981e-01 -9.5615e-01 -1.2285e+00 +8.0102e-01 -2.1540e+00
5 0 +1.556882000e+03 +1.761742000e+03 +1.761742000e+03 +5.7484e-01 +4.3276e-01 +4.2681e-01 -4.3071e-01 -1.3601e+00 -2.5848e-01 +3.1970e-01 -9.9368e-01 +1.2403e+00 -1.2167e+00
7 0 +1.431667237e+03 +1.636527237e+03 +1.636527237e+03 +9.9364e-01 -1.1213e-01 +1.1846e-01 +2.3357e+00 -3.8040e-01 +1.1508e-01 +2.6193e-01 -1.7758e-01 -2.8953e-01 -8.9515e-01
68 0 +1.338215563e+03 +1.543075563e+03 +1.543075563e+03 +4.3788e-01 -1.4445e+00 -1.6812e+00 -1.0917e+00 +3.8681e-01 +1.7251e+00 -2.7079e+00 +1.4679e+00 +1.5000e+00 -3.0126e+00
125 0 +1.149333917e+03 +1.354193917e+03 +1.354193917e+03 -6.2964e-01 -1.7399e+00 -2.8281e-02 -1.4647e+00 -2.0548e+00 +6.0839e-01 -2.8288e+00 +2.5240e-01 +2.5087e+00 -3.1628e-01
263 0 +9.985472648e+02 +1.203407265e+03 +1.203407265e+03 -3.2567e-02 -6.0801e-01 -2.6749e+00 -3.7854e-01 -1.2513e+00 +2.9249e+00 -3.0158e+00 +7.7408e-01 -1.4624e+00 -4.1683e-01
