% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.005648443e+03 +2.035618443e+03 +2.035618443e+03 -2.6880e-01 +2.0990e+00 +4.7577e-01 -1.5977e-02 -1.2327e-01 -7.6721e-01 +1.5299e-01 +1.1892e+00 +4.4558e-01 -5.1136e-01 +1.7379e+00 +1.0583e-01 +2.2369e-01 +3.9066e-01 -1.5843e+00 +1.2180e+00 -5.6792e-01 +8.5023e-01 +1.2327e+00 -7.7797e-02
3 0 +1.898678689e+03 +1.928648689e+03 +1.928648689e+03 -1.6474e+00 -7.0130e-01 -1.9921e+00 +7.1181e-01 +1.3147e+00 +1.5772e+00 +3.3037e-01 +2.7601e-01 -2.9107e-02 -1.5943e-02 +1.1796e+00 -2.4122e-01 +4.9918e-01 -8.5970e-01 +3.9616e-01 -3.2356e+00 +4.5381e-01 +1.0716e+00 -8.1224e-01 +1.6726e-01
4 0 +1.650243586e+03 +1.680213586e+03 +1.680213586e+03 +5.0811e-01 +6.8223e-02 -3.6637e-01 -3.8348e-01 +7.1811e-01 -4.6756e-01 -7.0008e-01 -1.8849e+00 -1.5612e+00 +6.2979e-01 +1.1066e-01 -1.8983e+00 +1.8667e-01 -1.0181e-01 +1.2925e+00 +7.2973e-01 -1.7876e+00 +1.3086e+00 -6.8882e-01 +8.9042e-01
730 0 +1.519930318e+03 +1.549900318e+03 +1.549900318e+03 -9.6124e-01 -6.8413e-01 -4.2065e+00 +3.9505e-01 +2.2955e-02 -1.8488e-01 +1.4678e-02 -4.1617e+00 +1.5018e-01 +3.7627e-01 +3.4927e+00 +5.9119e-01 +3.8412e+00 +3.7147e+00 -1.8723e-01 -2.8451e-01 -2.3788e+00 -2.8285e+00 +1.0892e+00 +2.1836e-01
1369 0 +1.366588943e+03 +1.396558943e+03 +1.396558943e+03 +1.9620e+00 -1.7609e+00 -2.0206e+00 -1.5269e+00 -9.0577e-01 +6.7836e-01 -6.9291e-02 -2.3670e+00 -1.7698e+00 -4.6775e-01 -2.4340e+00 +7.9575e-01 +1.0433e+00 +2.8641e+00 -4.4951e-01 +3.5886e+00 -3.2585e+00 +1.5412e+00 -3.8815e-01 -2.2448e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.171000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.620815422e+03 +2.569105422e+03 +2.569105422e+03 +6.0352e-01 -7.2855e-02 -1.3015e+00 -2.5057e-01 -6.7166e-01 -1.9301e-01 +4.4838e-02 +1.6084e+00 +1.3187e-01 -3.3901e-01 -2.2981e-01 -7.2548e-01 -2.6887e-01 -2.4756e-01 +2.2189e+00 +1.2375e+00 +1.6913e+00 -1.2546e+00 +1.2678e+00 -5.5744e-01
2 0 +2.489221803e+03 +2.437511803e+03 +2.437511803e+03 -4.3286e-01 +1.5893e+00 -1.5622e+00 -1.4996e+00 -2.6938e-01 +1.7673e-01 -1.3688e+00 -1.3960e+00 -2.2392e+00 -1.2538e+00 -1.4935e+00 -1.8385e+00 +1.4797e-02 -2.6833e-01 -5.8498e-01 -3.7242e-01 +6.0559e-01 -4.9214e-01 +1.1949e+00 -4.9808e-01
4 0 +2.300236971e+03 +2.248526971e+03 +2.248526971e+03 +3.4883e-01 +1.5707e+00 -1.3846e-01 -4.8400e-01 -2.9554e-01 +5.0855e-01 -9.3838e-01 -4.6398e-01 -1.1513e+00 -1.4387e+00 +2.7976e-01 +5.3617e-01 -1.0503e-01 +3.4767e-01 +4.7656e-01 +5.8573e-01 -2.7688e-01 -4.9949e-01 -1.1414e+00 -1.5636e-01
59 0 +2.256426871e+03 +2.204716871e+03 +2.204716871e+03 -7.8804e-01 -2.9109e-01 -3.2395e+00 -3.4659e+00 +2.2241e+00 +1.0001e+00 -4.0452e+00 -1.2675e+00 -2.1811e+00 -1.7581e+00 +1.2519e+00 +1.7033e+00 -2.9769e-01 -4.3854e+00 +1.3784e+00 +1.5425e+00 -4.2837e+00 +2.5974e+00 -3.9015e+00 +3.0887e+00
60 0 +1.935587911e+03 +1.883877911e+03 +1.883877911e+03 -2.1143e-01 +8.8258e-01 -3.3304e+00 -1.0381e+00 +1.7455e+00 -6.6296e-01 -3.1424e+00 +9.0261e-01 -2.3582e+00 -7.6447e-01 +1.0595e+00 +2.4747e-01 +6.7836e-01 -3.6016e+00 +9.5708e-01 +2.7618e+00 -3.9106e+00 +1.9540e+00 -3.2073e+00 +2.4979e+00
182 0 +1.802237287e+03 +1.750527287e+03 +1.750527287e+03 +1.0318e+00 -1.2359e+00 -2.1511e+00 -3.9253e+00 -1.3662e-01 -8.9409e-01 -1.6428e+00 +1.8115e+00 -1.2979e+00 +1.6776e+00 +2.2865e+00 +1.1468e+00 -8.0958e-01 +5.2506e-01 -1.6690e-02 -1.2777e+00 -2.0753e-01 -1.4232e+00 +2.8554e+00 +9.8815e-01
486 0 +1.735779659e+03 +1.684069659e+03 +1.684069659e+03 +8.5822e-02 +9.1222e-01 -1.9747e+00 -2.7529e+00 +1.2925e+00 -4.6506e-01 -4.3069e-01 +2.9295e+00 -3.6794e+00 +1.9828e-01 +2.4351e+00 -3.7332e-01 +1.7750e+00 -9.8768e-01 +1.8704e+00 +8.8881e-01 +6.2675e-01 +3.6448e+00 -4.0707e-02 +3.3473e+00
1490 0 +1.689891565e+03 +1.638181565e+03 +1.638181565e+03 +3.6659e+00 +2.9443e+00 -5.9938e-01 -3.3647e+00 +1.9962e+00 +3.8369e-01 +2.4468e+00 +1.8338e+00 -2.5783e+00 -8.3459e-01 +4.2732e+00 +2.9848e+00 +1.6010e+00 -2.6131e+00 -1.6081e+00 +2.9770e+00 -1.3571e+00 +3.6766e+00 +2.3903e-01 +5.6638e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (-2.799500000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.989044448e+03 +1.709094448e+03 +1.709094448e+03 -9.9833e-01 -8.5738e-02 -5.2366e-01 -5.7717e-01 -1.2974e-01 -1.0164e+00 +1.1425e+00 -4.7260e-01 +8.3831e-01 +3.3407e-01 -2.4276e-01 -3.0309e-01 -8.3915e-01 -8.2525e-02 +4.4315e-01 -4.7757e-01 +6.4422e-01 -6.3276e-01 -2.3360e+00 +7.9476e-02
6 0 +1.641282331e+03 +1.361332331e+03 +1.361332331e+03 +1.3805e-01 -1.1881e+00 +4.9691e-01 +9.5078e-01 -1.3849e+00 -6.8292e-02 -1.2779e-01 -5.6271e-01 +2.1921e-01 -2.4734e+00 -7.8406e-01 -6.5300e-01 -8.6198e-01 -7.3811e-03 +2.2806e-01 +2.3405e+00 +2.8256e-01 +4.4639e-01 -1.1292e+00 -6.8999e-01
% f evaluations | g evaluations | best noise-free fitness - Fopt (9.319900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.190633124e+03 +3.122623124e+03 +3.122623124e+03 -4.3960e-01 +3.4097e-01 -7.9734e-02 +4.0876e-01 +6.6886e-01 +5.2824e-01 -1.4744e+00 -1.6859e+00 +9.3402e-01 -7.9852e-01 -1.0615e+00 -2.4483e-01 +1.2921e+00 -1.5430e+00 +3.3785e-01 -6.6392e-01 +1.7256e+00 -1.9585e+00 -1.1688e-02 -5.0971e-01
5 0 +2.042087098e+03 +2.974077098e+03 +2.974077098e+03 +1.2390e+00 +6.0499e-01 -1.1782e+00 +5.0703e-01 -7.2194e-01 +8.7458e-01 +8.6689e-01 -2.4723e+00 +5.3518e-01 -2.4320e-01 +1.6934e+00 +9.5115e-01 -9.2832e-01 -1.1320e+00 +7.9056e-01 -7.8808e-01 +1.7782e-02 +1.3369e+00 -9.7840e-01 -1.7410e-02
9 0 +1.967975520e+03 +2.899965520e+03 +2.899965520e+03 +5.1895e-01 +4.3764e-01 -1.6419e-01 -3.4765e-01 -6.7757e-01 +4.0169e-01 +5.3653e-01 +9.9953e-01 +7.6117e-01 +1.2030e+00 +8.5907e-01 +3.6596e-01 -4.9503e-01 -8.6473e-02 +2.8472e-02 -1.0362e-01 -1.4103e+00 +3.1074e-01 +1.1362e-01 -1.1744e-01
12 0 +1.808550716e+03 +2.740540716e+03 +2.740540716e+03 +6.0483e-01 +6.9573e-01 +1.6145e+00 -8.5591e-01 -9.5092e-01 +1.6695e+00 +5.4231e-01 -7.9164e-01 +8.5620e-01 +1.5384e+00 -1.0228e+00 -6.9130e-01 +1.9934e-01 -1.8303e+00 +1.1735e+00 +6.0771e-01 -6.9651e-01 -1.2647e+00 +2.8751e-01 -1.6915e-01
13 0 +1.693035445e+03 +2.625025445e+03 +2.625025445e+03 -2.0365e+00 +4.5160e+00 +2.8197e+00 -2.2183e+00 +1.7433e+00 -1.5345e+00 -1.0665e+00 -4.8457e+00 -2.4748e+00 +1.6761e-01 +5.3299e-02 +9.0042e-01 -1.5733e+00 +5.9364e-01 +4.0458e+00 -1.0853e+00 -8.8491e-01 -2.0052e+00 -1.2837e-01 -2.7911e+00
14 0 +1.534211987e+03 +2.466201987e+03 +2.466201987e+03 -1.0140e+00 +3.9050e+00 +2.8455e+00 -3.6763e+00 -8.2173e-01 -5.1390e-01 +1.6018e+00 -4.0505e+00 -1.6625e+00 +7.5433e-01 +3.2694e-01 -3.5067e-01 -3.5872e-01 +1.7465e+00 +1.1968e+00 -3.5681e-01 +1.8532e-01 -2.7644e+00 +2.2394e+00 -3.3682e+00
54 0 +1.416007711e+03 +2.347997711e+03 +2.347997711e+03 -3.0672e-01 +1.4901e+00 -1.6498e+00 -1.2001e-02 +2.2910e-01 -2.8926e+00 -1.2754e-03 -1.6689e+00 -4.3492e-02 +9.2513e-01 +2.6192e+00 +1.0664e+00 -1.5382e+00 -4.1558e+00 +1.5854e+00 +3.0133e+00 -2.4767e+00 -7.3555e-01 +1.0788e+00 +9.5918e-01
