% f evaluations | g evaluations | best noise-free fitness - Fopt (-4.620900000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.144262959e+02 +2.523362959e+02 +2.523362959e+02 +1.3018e-01 +3.6331e-01 +1.4306e+00 -4.2047e-01 -4.7578e-01 +6.6893e-01 -3.2842e-02 -8.6480e-01 +8.6699e-02 -2.9920e-01 +1.4270e-01 -1.3025e+00 -6.0214e-01 +8.4508e-01 -6.8444e-01 +9.3019e-01 -2.0428e-01 +4.7162e-01 +5.2351e-01 -5.0357e-01
412 0 +6.309191272e+02 +1.688291272e+02 +1.688291272e+02 +5.2792e-01 +2.0310e+00 -2.3790e+00 +2.2339e+00 +2.2521e+00 +2.4487e+00 +2.0810e+00 +8.1236e-01 +1.4267e+00 -1.4777e+00 +5.3784e-01 -1.2461e+00 -7.9273e-01 +6.8459e-01 +9.5711e-02 +2.9983e+00 -1.8576e-01 +2.5910e+00 +2.7387e+00 +1.8260e+00
489 0 +5.584602946e+02 +9.637029464e+01 +9.637029464e+01 +1.3301e+00 +2.8953e+00 -9.6102e-01 -1.3855e+00 +8.3344e-01 +6.5242e-02 -1.0584e+00 -8.0648e-01 +3.1391e-01 +4.9586e-01 -9.9903e-01 +9.2328e-01 +4.8191e-02 -7.2856e-01 -9.2797e-01 -1.4363e+00 -1.6047e+00 +3.7116e+00 +1.5415e+00 +4.3734e-01
1115 0 +5.219704998e+02 +5.988049984e+01 +5.988049984e+01 -2.0717e+00 +4.7329e-01 -4.6063e-01 -8.4551e-01 -2.1606e+00 +2.0863e+00 -2.2569e+00 -1.9429e+00 +8.1832e-01 -2.6102e-02 +2.4765e+00 -3.8147e+00 -4.3840e+00 -1.9072e+00 -1.1577e+00 -2.0036e+00 -2.5360e-01 +2.1758e+00 +2.5627e+00 +3.4815e+00
1117 0 +4.565481354e+02 -5.541864648e+00 -5.541864648e+00 -3.3154e-01 +2.3039e+00 +5.8036e-01 -2.0813e+00 -1.9596e+00 +4.9392e-02 -9.1711e-01 -2.0812e-01 +1.1522e-01 +1.0988e+00 +2.2530e+00 -2.8944e+00 -3.8288e+00 -2.6392e+00 +1.4726e+00 -1.6662e+00 -1.0082e+00 +2.2307e+00 +2.3618e+00 +4.6200e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (7.766000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.883667787e+03 +1.961327787e+03 +1.961327787e+03 +1.2083e+00 -7.6187e-01 -4.6555e-01 -2.0123e-01 -1.3955e-01 +2.4488e+00 -3.9036e-01 +2.0351e-01 +5.7169e-01 +9.4641e-01 -6.0870e-01 -1.1055e+00 +1.6568e+00 -1.5668e+00 -2.0275e-02 -1.5658e+00 +9.0832e-01 -7.7591e-01 -2.8992e-01 +2.7404e-01
2 0 +8.787228906e+02 +9.563828906e+02 +9.563828906e+02 +9.0345e-01 +6.4568e-01 -1.7104e-01 +9.9687e-01 +1.0644e+00 +7.4988e-01 +8.8198e-01 +7.8344e-01 -1.3736e-01 -1.4192e+00 -9.2990e-02 +2.7310e+00 -1.8714e+00 +8.6327e-01 +5.2190e-02 +3.4415e-01 +3.2077e-02 +4.0239e-01 +4.3976e-01 +1.8539e+00
4 0 +6.334465730e+02 +7.111065730e+02 +7.111065730e+02 +5.8864e-01 -4.9217e-01 +4.2100e-01 +1.1592e+00 -1.2800e+00 +1.6339e+00 -7.3058e-01 +6.8295e-01 -1.0958e+00 -2.4262e-02 -1.9380e-01 +7.8658e-01 +2.9014e-01 -6.6616e-01 +5.0896e-01 -1.2986e+00 +1.5723e-01 +3.1449e-01 -1.7693e-01 -5.0172e-01
198 0 +5.452098597e+02 +6.228698597e+02 +6.228698597e+02 -3.4505e+00 +3.2824e+00 -9.1913e-01 +2.4959e+00 +1.6676e+00 +3.7675e+00 -1.7763e+00 -2.6611e+00 +5.6410e-01 -2.2052e+00 +1.4765e-02 +5.0926e-01 +3.3735e-01 -3.8773e+00 +1.9711e+00 +3.5177e-02 -1.1034e-01 +8.2154e-01 +1.2224e+00 -2.6043e+00
860 0 +5.082302332e+02 +5.858902332e+02 +5.858902332e+02 -2.8413e+00 +1.4217e+00 +8.3129e-02 -1.8459e+00 +2.1399e+00 +1.4288e+00 -3.6038e-02 -9.2070e-01 -1.8532e+00 -2.0282e+00 -1.3344e+00 -1.7951e+00 +2.0664e-01 -1.4511e+00 -1.0258e-01 +2.2137e+00 -1.4426e+00 -3.7051e+00 +1.1526e+00 -1.5542e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.156800000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.094815718e+03 +1.210495718e+03 +1.210495718e+03 -1.5790e+00 -6.9638e-01 +3.7850e-01 +7.5258e-01 -2.1325e-01 +8.9675e-01 +2.3926e-01 +1.4160e+00 -1.3618e+00 +2.0128e-01 +3.5341e-01 +1.0548e+00 -4.2920e-02 +1.3275e+00 -1.8579e+00 -3.1210e-01 +1.0423e+00 +4.0123e-03 +5.1675e-02 -7.1042e-01
2 0 +7.785242589e+02 +8.942042589e+02 +8.942042589e+02 -2.4274e-01 +8.4830e-02 +1.0078e+00 -1.1942e+00 -5.4945e-01 -1.0225e-01 -5.0904e-01 -8.7338e-01 +5.4898e-01 +3.5426e-01 +4.8302e-01 -3.5447e+00 +2.1728e+00 -3.5626e-01 -3.4790e-01 -9.6694e-01 +7.8516e-01 -8.5677e-02 +1.0029e+00 +1.0109e+00
4 0 +7.619784827e+02 +8.776584827e+02 +8.776584827e+02 +1.2061e+00 +9.1351e-02 +2.8820e-01 -9.9054e-01 +4.1217e-01 -4.8870e-01 +5.0443e-01 -6.5618e-01 -4.3129e-01 +8.4188e-02 -8.1730e-01 +5.4698e-01 -2.0870e-01 -1.2555e+00 -3.7139e-01 +7.2176e-01 -4.7573e-02 -9.6051e-02 +6.6190e-01 -4.8227e-01
6 0 +7.570678829e+02 +8.727478829e+02 +8.727478829e+02 +1.0339e+00 +1.3104e-01 +9.2443e-01 -7.5515e-01 -1.0489e+00 -6.3098e-01 -1.7110e-01 -1.5215e+00 +1.0810e+00 -4.2508e-01 +2.1699e-01 -1.1788e+00 +1.2741e+00 +8.7762e-02 -8.5476e-01 -9.9178e-01 +8.4604e-01 +1.1864e+00 +1.3062e+00 -1.1601e+00
48 0 +5.768150433e+02 +6.924950433e+02 +6.924950433e+02 +4.7113e-01 -2.7359e+00 -2.2678e+00 +2.3182e-01 +2.2776e+00 -6.4756e-01 -3.9200e+00 +7.0440e-01 +8.1174e-01 +3.4412e-01 +2.9316e-01 -2.5120e+00 +1.8659e+00 -4.2811e-01 +1.7759e+00 -9.5181e-02 -2.3375e+00 +3.0088e+00 +8.7950e-01 -2.1038e+00
207 0 +5.697574068e+02 +6.854374068e+02 +6.854374068e+02 +1.4939e-01 -1.3240e+00 -1.8497e+00 -4.7282e+00 -1.0790e+00 -3.1903e+00 +2.5660e-01 +5.6594e-01 +2.2207e+00 -2.8926e+00 -3.8430e-01 +1.3334e+00 +7.5119e-01 -8.7047e-01 +1.8337e+00 +2.0323e+00 +3.2698e-01 +1.6813e+00 +3.1075e+00 -2.1742e+00
232 0 +5.514676823e+02 +6.671476823e+02 +6.671476823e+02 +8.6775e-01 -2.0242e+00 -1.7815e+00 +1.0417e+00 +1.6303e+00 +2.0093e+00 +9.7339e-01 -2.1767e-01 -8.0226e-01 -2.7368e+00 +2.5439e+00 +1.1612e+00 +1.5993e+00 +1.9387e+00 +2.0463e+00 -1.9021e+00 -2.0604e-01 +1.2108e+00 +7.2032e-01 -1.1961e+00
